Rental_state,Start,End,Revenue,Distance,duration_minute,revenue_minute,revenue_km,car_id,accum_distance
RED,2017-01-01 04:33:31.600,2017-01-01 04:50:37.150,3.3,8,17.092499999999998,0.19306713470820536,0.4125,15,8
RED,2017-01-01 04:39:35.812,2017-01-01 05:18:06.227,10.16,28,38.50691666666667,0.26384870250582687,0.3628571428571429,11,28
GREEN,2017-01-01 04:40:11.844,2017-01-01 04:42:11.926,0.0,0,2.0013666666666667,0.0,0.0,14,10
RED,2017-01-01 04:41:28.546,2017-01-01 04:59:31.098,3.63,12,18.04253333333333,0.20119125917276956,0.3025,16,12
RED,2017-01-01 04:44:05.031,2017-01-01 04:47:12.106,0.61,0,3.1179166666666664,0.19564345850594683,inf,2,5
GREEN,2017-01-01 04:46:00.532,2017-01-01 14:20:36.849,0.0,0,574.6052833333334,0.0,0.0,14,10
GREEN,2017-01-01 04:47:56.652,2017-01-02 06:00:54.467,0.0,0,1512.9635833333334,0.0,0.0,2,5
GREEN,2017-01-01 04:50:43.097,2017-01-01 05:51:42.491,0.0,0,60.9899,0.0,0.0,8,27
GREEN,2017-01-01 05:15:37.071,2017-01-01 17:41:08.545,0.0,0,745.5245666666667,0.0,0.0,15,8
GREEN,2017-01-01 05:56:00.310,2017-01-01 08:49:54.090,0.0,0,173.89633333333333,0.0,0.0,4,12
RED,2017-01-01 06:41:07.047,2017-01-01 06:59:33.024,3.83,6,18.43295,0.20778008945936488,0.6383333333333333,8,33
RED,2017-01-01 06:53:25.927,2017-01-01 07:06:15.611,2.62,8,12.828066666666667,0.20423966199115481,0.3275,10,14
GREEN,2017-01-01 07:03:30.008,2017-01-01 07:48:12.026,0.0,0,44.7003,0.0,0.0,8,33
RED,2017-01-01 07:04:35.133,2017-01-01 07:16:09.459,2.42,5,11.5721,0.20912366813283673,0.484,11,33
RED,2017-01-01 07:19:38.153,2017-01-01 07:38:42.322,5.46,7,19.069483333333334,0.28632133889311806,0.78,10,21
RED,2017-01-01 07:47:02.911,2017-01-01 07:53:57.933,1.41,2,6.917033333333333,0.20384461546616806,0.705,7,12
GREEN,2017-01-01 07:53:52.290,2017-01-01 11:29:26.788,0.0,0,215.57496666666665,0.0,0.0,8,33
RED,2017-01-01 08:10:08.402,2017-01-01 08:17:20.518,1.41,3,7.201933333333333,0.1957807625730128,0.47,7,15
RED,2017-01-01 08:26:12.356,2017-01-01 08:37:18.397,2.42,5,11.100683333333334,0.21800459731457972,0.484,7,20
RED,2017-01-01 08:27:59.975,2017-01-01 09:13:26.587,9.19,49,45.443533333333335,0.2022289933441208,0.18755102040816327,10,70
RED,2017-01-01 08:43:17.022,2017-01-01 08:58:10.134,3.03,7,14.8852,0.20355789643404187,0.43285714285714283,7,27
RED,2017-01-01 09:55:34.330,2017-01-01 10:07:00.234,2.42,5,11.431733333333334,0.2116914320371364,0.484,4,17
GREEN,2017-01-01 10:26:25.236,2017-01-01 13:31:44.153,0.0,0,185.31528333333333,0.0,0.0,4,17
RED,2017-01-01 10:32:27.880,2017-01-01 10:33:07.271,0.0,0,0.6565166666666666,0.0,0.0,5,16
GREEN,2017-01-01 10:45:25.429,2017-01-01 12:17:53.291,0.0,0,92.46436666666666,0.0,0.0,5,16
GREEN,2017-01-01 11:16:41.274,2017-01-01 14:50:48.197,0.0,0,214.11538333333334,0.0,0.0,7,27
GREEN,2017-01-01 11:22:21.909,2017-01-01 14:14:02.048,0.0,0,171.66898333333333,0.0,0.0,10,70
RED,2017-01-01 11:27:41.068,2017-01-01 11:37:14.437,2.02,7,9.55615,0.2113821988980918,0.2885714285714286,11,40
GREEN,2017-01-01 11:37:14.437,2017-01-01 12:21:56.315,0.0,0,44.697966666666666,0.0,0.0,8,33
RED,2017-01-01 11:43:42.350,2017-01-01 12:06:16.003,4.47,8,22.560883333333333,0.19813054010148834,0.55875,11,48
GREEN,2017-01-01 12:02:14.475,2017-01-01 13:44:14.348,0.0,0,101.99788333333332,0.0,0.0,12,29
RED,2017-01-01 12:03:32.682,2017-01-01 13:00:13.244,11.5,36,56.67603333333333,0.20290763703176123,0.3194444444444444,13,42
GREEN,2017-01-01 12:18:35.311,2017-01-01 14:46:32.375,0.0,0,147.95106666666666,0.0,0.0,5,16
RED,2017-01-01 12:27:48.664,2017-01-01 12:34:47.271,1.41,2,6.976783333333334,0.20209886600080743,0.705,8,35
RED,2017-01-01 12:52:35.792,2017-01-01 13:07:25.141,4.29,6,14.822483333333334,0.28942518628794767,0.715,8,41
RED,2017-01-01 13:00:49.019,2017-01-01 13:12:04.614,2.22,4,11.259916666666667,0.1971595408491774,0.555,11,52
GREEN,2017-01-01 13:39:06.598,2017-01-01 15:42:59.840,0.0,0,123.88736666666667,0.0,0.0,4,17
RED,2017-01-01 13:54:46.049,2017-01-01 14:23:30.762,6.05,15,28.745216666666668,0.21046979990294035,0.4033333333333333,6,22
RED,2017-01-01 13:59:45.609,2017-01-01 14:30:03.141,5.47,6,30.292199999999998,0.1805745373396452,0.9116666666666666,8,47
RED,2017-01-01 14:08:59.806,2017-01-01 14:19:48.903,2.22,4,10.818283333333333,0.20520815841083845,0.555,9,4
RED,2017-01-01 14:12:11.476,2017-01-01 14:25:33.134,2.82,5,13.360966666666666,0.21106257281783503,0.564,11,57
RED,2017-01-01 14:20:02.805,2017-01-01 14:38:54.607,3.95,7,18.863366666666664,0.20940058420112356,0.5642857142857143,9,11
RED,2017-01-01 14:22:32.685,2017-01-01 14:33:46.274,2.22,3,11.226483333333334,0.19774669716993598,0.7400000000000001,10,73
GREEN,2017-01-01 14:29:44.275,2017-01-01 14:37:26.676,0.0,0,7.706683333333333,0.0,0.0,6,22
GREEN,2017-01-01 14:38:15.498,2017-01-01 19:34:45.072,0.0,0,296.4929,0.0,0.0,6,22
RED,2017-01-01 14:45:47.204,2017-01-01 14:57:22.679,2.22,4,11.59125,0.19152377871239082,0.555,8,51
RED,2017-01-01 14:50:07.377,2017-01-01 17:56:49.210,37.88,98,186.69721666666666,0.2028953654281402,0.386530612244898,5,114
RED,2017-01-01 14:52:56.130,2017-01-01 15:24:58.419,9.14,22,32.03815,0.28528488692387044,0.41545454545454547,7,49
RED,2017-01-01 14:52:59.527,2017-01-01 15:16:07.829,6.57,11,23.138366666666666,0.2839439833696127,0.5972727272727273,9,22
GREEN,2017-01-01 14:56:45.242,2017-01-01 21:05:40.377,0.0,0,368.91891666666663,0.0,0.0,1,17
GREEN,2017-01-01 14:58:45.463,2017-01-01 15:30:15.186,0.0,0,31.495383333333333,0.0,0.0,8,51
RED,2017-01-01 15:00:22.707,2017-01-01 15:09:30.216,1.82,1,9.12515,0.1994487761845011,1.82,10,74
GREEN,2017-01-01 15:01:30.203,2017-01-01 15:01:55.156,0.0,0,0.4158833333333333,0.0,0.0,11,57
GREEN,2017-01-01 15:05:10.023,2017-01-01 15:15:17.985,0.0,0,10.1327,0.0,0.0,11,57
GREEN,2017-01-01 15:07:45.517,2017-01-01 15:44:04.338,0.0,0,36.31368333333333,0.0,0.0,12,29
RED,2017-01-01 15:07:53.226,2017-01-01 15:16:16.649,1.82,3,8.390383333333334,0.21691499991061194,0.6066666666666667,13,45
GREEN,2017-01-01 15:08:05.621,2017-01-01 15:12:07.637,0.0,0,4.0336,0.0,0.0,14,10
RED,2017-01-01 15:31:38.017,2017-01-01 15:40:57.673,2.57,2,9.327599999999999,0.27552639478536817,1.285,3,25
GREEN,2017-01-01 15:32:27.570,2017-01-01 16:52:32.124,0.0,0,80.0759,0.0,0.0,7,49
GREEN,2017-01-01 15:32:55.942,2017-01-01 15:33:07.753,0.0,0,0.19685,0.0,0.0,8,51
GREEN,2017-01-01 15:40:10.064,2017-01-02 09:36:11.426,0.0,0,1076.0227,0.0,0.0,8,51
RED,2017-01-01 15:41:57.207,2017-01-01 15:53:25.459,2.42,4,11.470866666666666,0.21096923801165854,0.605,3,29
RED,2017-01-01 15:44:06.899,2017-01-01 15:52:28.824,1.82,2,8.365416666666667,0.21756238481844897,0.91,4,19
RED,2017-01-01 15:44:22.676,2017-01-01 15:55:34.567,2.42,3,11.198183333333333,0.2161064815572764,0.8066666666666666,9,25
RED,2017-01-01 15:45:20.280,2017-01-01 15:53:46.644,1.82,4,8.4394,0.21565514136076028,0.455,10,78
GREEN,2017-01-01 15:50:10.216,2017-01-01 15:52:06.773,0.0,0,1.9426166666666667,0.0,0.0,11,57
GREEN,2017-01-01 15:59:22.346,2017-01-01 16:27:40.909,0.0,0,28.309383333333336,0.0,0.0,3,29
RED,2017-01-01 16:03:43.793,2017-01-01 16:50:47.489,11.74,20,47.0616,0.24946028184337124,0.587,4,39
RED,2017-01-01 16:08:34.852,2017-01-01 16:22:59.042,2.82,5,14.403166666666667,0.1957902776009905,0.564,9,30
GREEN,2017-01-01 16:08:52.731,2017-01-01 16:18:56.217,0.0,0,10.0581,0.0,0.0,10,78
RED,2017-01-01 16:14:18.525,2017-01-01 16:33:17.397,3.83,10,18.9812,0.20177860198512212,0.383,11,67
RED,2017-01-01 16:18:06.757,2017-01-01 16:42:31.880,4.76,12,24.41871666666667,0.1949324391194459,0.39666666666666667,12,41
RED,2017-01-01 16:25:25.721,2017-01-01 16:48:04.902,4.47,6,22.653016666666666,0.1973247124555155,0.745,9,36
RED,2017-01-01 16:33:13.756,2017-01-01 16:47:24.747,2.82,5,14.183183333333334,0.19882701462177624,0.564,3,34
RED,2017-01-01 16:38:40.991,2017-01-01 16:48:56.429,2.02,3,10.257299999999999,0.19693291606953098,0.6733333333333333,10,81
GREEN,2017-01-01 16:42:22.654,2017-01-02 12:33:40.942,0.0,0,1191.3048000000001,0.0,0.0,11,67
RED,2017-01-01 16:45:03.880,2017-01-01 16:59:43.566,3.03,5,14.661433333333333,0.20666465079585214,0.606,12,46
RED,2017-01-01 16:46:05.060,2017-01-01 17:09:32.750,6.25,9,23.4615,0.2663938793342284,0.6944444444444444,13,54
RED,2017-01-01 16:46:23.493,2017-01-01 17:04:41.854,5.14,11,18.306016666666668,0.2807820015459398,0.46727272727272723,14,21
GREEN,2017-01-01 16:49:17.619,2017-01-01 19:01:27.419,0.0,0,132.16333333333333,0.0,0.0,3,34
RED,2017-01-01 16:53:02.599,2017-01-01 18:15:16.291,13.97,6,82.2282,0.16989305372122945,2.3283333333333336,4,45
GREEN,2017-01-01 16:54:41.791,2017-01-01 17:29:52.531,0.0,0,35.178999999999995,0.0,0.0,7,49
RED,2017-01-01 17:04:34.195,2017-01-01 17:15:01.692,2.02,5,10.458283333333332,0.19314833377689458,0.404,9,41
GREEN,2017-01-01 17:10:10.021,2017-01-01 17:29:05.061,0.0,0,18.917333333333332,0.0,0.0,10,81
GREEN,2017-01-01 17:18:10.016,2017-01-01 17:29:18.382,0.0,0,11.139433333333333,0.0,0.0,9,41
RED,2017-01-01 17:20:45.761,2017-01-01 17:25:30.396,1.01,2,4.743916666666666,0.21290424578846595,0.505,12,48
GREEN,2017-01-01 17:22:31.338,2017-01-01 20:48:30.875,0.0,0,205.99228333333335,0.0,0.0,13,54
RED,2017-01-01 17:26:40.220,2017-01-01 17:44:15.593,3.63,5,17.58955,0.20637253369187955,0.726,12,53
RED,2017-01-01 17:26:44.517,2017-01-01 17:44:49.455,4.69,8,18.0823,0.25936965983309646,0.58625,14,29
RED,2017-01-01 17:27:16.284,2017-01-01 17:34:36.654,1.61,2,7.3395,0.21936099189318076,0.805,16,14
RED,2017-01-01 17:29:31.181,2017-01-01 17:48:54.095,4.95,8,19.381899999999998,0.255392918134961,0.61875,9,49
GREEN,2017-01-01 17:30:17.958,2017-01-01 17:52:32.651,0.0,0,22.244883333333334,0.0,0.0,7,49
RED,2017-01-01 17:35:47.990,2017-01-01 17:48:13.639,2.42,5,12.427483333333333,0.19472969185233266,0.484,10,86
RED,2017-01-01 17:37:32.409,2017-01-01 17:51:41.902,2.82,5,14.158216666666668,0.1991776271258268,0.564,16,19
RED,2017-01-01 17:40:29.461,2017-01-01 17:55:10.559,3.03,6,14.684966666666666,0.20633346120408852,0.505,17,6
GREEN,2017-01-01 17:44:35.272,2017-01-01 17:55:41.652,0.0,0,11.106333333333334,0.0,0.0,12,53
GREEN,2017-01-01 17:52:50.444,2017-01-01 19:13:23.694,0.0,0,80.55416666666666,0.0,0.0,7,49
GREEN,2017-01-01 17:55:10.559,2017-01-01 19:11:21.641,0.0,0,76.1847,0.0,0.0,9,49
RED,2017-01-01 17:57:01.158,2017-01-01 18:05:05.815,1.61,1,8.077616666666666,0.19931621744862865,1.61,5,115
GREEN,2017-01-01 17:57:23.460,2017-01-01 18:13:20.610,0.0,0,15.952499999999999,0.0,0.0,10,86
GREEN,2017-01-01 18:05:12.882,2017-01-01 18:21:12.881,0.0,0,15.999983333333335,0.0,0.0,5,115
GREEN,2017-01-01 18:05:49.787,2017-01-01 21:18:38.167,0.0,0,192.80633333333333,0.0,0.0,12,53
RED,2017-01-01 18:15:11.264,2017-01-01 18:26:07.217,2.22,2,10.932549999999999,0.20306332923242978,1.11,10,88
GREEN,2017-01-01 18:15:16.291,2017-01-01 18:15:33.039,0.0,0,0.27913333333333334,0.0,0.0,4,45
RED,2017-01-01 18:16:06.811,2017-01-01 18:25:26.157,2.57,4,9.322433333333333,0.27567909665931284,0.6425,4,49
GREEN,2017-01-01 18:17:56.554,2017-01-01 19:58:27.283,0.0,0,100.51215,0.0,0.0,14,29
GREEN,2017-01-01 18:19:39.595,2017-01-01 19:29:08.485,0.0,0,69.48150000000001,0.0,0.0,15,8
GREEN,2017-01-01 18:20:43.615,2017-01-01 18:38:24.779,0.0,0,17.686066666666665,0.0,0.0,16,19
GREEN,2017-01-01 18:30:09.798,2017-01-01 18:30:31.422,0.0,0,0.3604,0.0,0.0,4,49
GREEN,2017-01-01 18:33:10.027,2017-01-01 19:07:20.831,0.0,0,34.18006666666667,0.0,0.0,4,49
RED,2017-01-01 18:35:30.614,2017-01-01 18:54:08.221,3.63,19,18.626783333333332,0.19488066914398353,0.19105263157894736,5,134
RED,2017-01-01 18:45:54.721,2017-01-01 19:37:01.563,9.4,14,51.11403333333333,0.18390252905105645,0.6714285714285715,10,102
RED,2017-01-01 19:01:36.260,2017-01-01 19:49:18.184,9.48,34,47.69873333333333,0.1987474160739419,0.2788235294117647,3,68
GREEN,2017-01-01 19:05:56.242,2017-01-01 23:28:46.777,0.0,0,262.84225,0.0,0.0,5,134
GREEN,2017-01-01 19:08:51.976,2017-01-01 19:11:28.778,0.0,0,2.6133666666666664,0.0,0.0,4,49
GREEN,2017-01-01 19:13:29.068,2017-01-01 19:27:12.371,0.0,0,13.721716666666667,0.0,0.0,4,49
GREEN,2017-01-01 19:18:22.397,2017-01-01 19:29:12.208,0.0,0,10.830183333333334,0.0,0.0,7,49
RED,2017-01-01 19:19:48.734,2017-01-01 19:51:28.400,8.34,19,31.661099999999998,0.2634147265887793,0.43894736842105264,9,68
GREEN,2017-01-01 19:22:10.033,2017-01-01 19:24:55.884,0.0,0,2.7641833333333334,0.0,0.0,16,19
RED,2017-01-01 19:26:14.073,2017-01-01 19:49:28.102,4.64,11,23.233816666666666,0.1997089013212781,0.4218181818181818,16,30
GREEN,2017-01-01 19:28:42.316,2017-01-02 04:51:07.124,0.0,0,562.4134666666666,0.0,0.0,4,49
GREEN,2017-01-01 19:33:59.685,2017-01-01 20:30:10.330,0.0,0,56.177416666666666,0.0,0.0,7,49
RED,2017-01-01 19:34:00.799,2017-01-01 19:54:00.341,5.01,9,19.992366666666666,0.25059564400412826,0.5566666666666666,15,17
GREEN,2017-01-01 19:39:44.886,2017-01-01 20:22:38.179,0.0,0,42.88821666666667,0.0,0.0,6,22
GREEN,2017-01-01 19:42:47.202,2017-01-01 19:55:20.971,0.0,0,12.562816666666667,0.0,0.0,10,102
GREEN,2017-01-01 19:42:54.882,2017-01-01 23:22:23.484,0.0,0,219.47670000000002,0.0,0.0,17,6
RED,2017-01-01 19:43:46.630,2017-01-01 19:51:41.203,1.61,4,7.909549999999999,0.20355140305074249,0.4025,18,4
GREEN,2017-01-01 19:50:06.773,2017-01-01 19:50:50.256,0.0,0,0.7247166666666666,0.0,0.0,3,68
GREEN,2017-01-01 20:04:02.169,2017-01-01 21:05:03.325,0.0,0,61.01926666666667,0.0,0.0,3,68
GREEN,2017-01-01 20:16:55.197,2017-01-01 20:17:09.255,0.0,0,0.2343,0.0,0.0,9,68
RED,2017-01-01 20:22:17.993,2017-01-01 20:32:52.971,2.02,4,10.582966666666666,0.1908727546466177,0.505,9,72
GREEN,2017-01-01 20:23:10.032,2017-01-01 20:28:02.108,0.0,0,4.867933333333334,0.0,0.0,6,22
RED,2017-01-01 20:44:26.095,2017-01-01 21:03:12.584,3.71,6,18.774816666666666,0.19760512530526264,0.6183333333333333,6,28
RED,2017-01-01 20:47:46.568,2017-01-01 21:01:29.508,2.82,5,13.715666666666667,0.20560429678955935,0.564,7,54
RED,2017-01-01 20:49:49.862,2017-01-01 21:02:45.901,3.39,4,12.933983333333334,0.2621002294987752,0.8475,9,76
RED,2017-01-01 21:05:40.377,2017-01-01 21:21:55.574,3.23,11,16.253283333333332,0.19872907730438055,0.29363636363636364,1,28
GREEN,2017-01-01 21:17:07.499,2017-01-01 21:41:15.746,0.0,0,24.13745,0.0,0.0,3,68
GREEN,2017-01-01 21:18:10.031,2017-01-01 21:26:11.601,0.0,0,8.026166666666667,0.0,0.0,6,28
GREEN,2017-01-01 21:19:03.807,2017-01-02 08:16:13.194,0.0,0,657.1564500000001,0.0,0.0,7,54
RED,2017-01-01 21:19:24.633,2017-01-01 21:24:45.239,1.01,2,5.3434333333333335,0.1890170489635253,0.505,9,78
GREEN,2017-01-01 21:32:00.254,2017-01-02 07:10:42.212,0.0,0,578.6993,0.0,0.0,1,28
RED,2017-01-01 21:39:05.882,2017-01-01 21:51:48.150,3.39,4,12.704466666666667,0.2668352862772673,0.8475,6,32
GREEN,2017-01-01 21:39:34.459,2017-01-01 22:02:56.750,0.0,0,23.371516666666665,0.0,0.0,9,78
RED,2017-01-01 21:40:07.146,2017-01-01 21:54:16.429,3.03,4,14.154716666666667,0.21406292131127078,0.7575,10,106
GREEN,2017-01-01 21:49:55.038,2017-01-01 22:21:20.115,0.0,0,31.41795,0.0,0.0,3,68
GREEN,2017-01-01 21:50:32.675,2017-01-02 06:39:09.536,0.0,0,528.6143500000001,0.0,0.0,12,53
GREEN,2017-01-01 21:54:37.617,2017-01-01 22:04:47.419,0.0,0,10.163366666666667,0.0,0.0,6,32
GREEN,2017-01-01 22:00:16.613,2017-01-01 23:25:48.488,0.0,0,85.53125,0.0,0.0,10,106
RED,2017-01-01 22:00:56.376,2017-01-01 22:17:22.463,3.43,8,16.434783333333332,0.2087036945016008,0.42875,13,62
RED,2017-01-01 22:10:46.608,2017-01-01 22:22:56.183,2.42,3,12.159583333333334,0.19901997738409347,0.8066666666666666,6,35
RED,2017-01-01 22:18:03.828,2017-01-01 22:41:58.175,4.84,11,23.905783333333332,0.20246146852888458,0.44,9,89
RED,2017-01-01 22:19:11.937,2017-01-01 22:26:17.740,1.41,3,7.096716666666667,0.1986834287217328,0.47,13,65
GREEN,2017-01-01 22:20:46.035,2017-01-02 06:05:06.597,0.0,0,464.34270000000004,0.0,0.0,14,29
RED,2017-01-01 22:32:09.299,2017-01-01 22:44:59.690,2.62,4,12.83985,0.2040522280244707,0.655,3,72
GREEN,2017-01-01 22:33:49.172,2017-01-02 08:12:29.876,0.0,0,578.6784,0.0,0.0,6,35
GREEN,2017-01-01 22:36:45.982,2017-01-02 05:47:47.590,0.0,0,431.0268,0.0,0.0,13,65
GREEN,2017-01-01 22:43:03.454,2017-01-01 23:02:14.852,0.0,0,19.189966666666667,0.0,0.0,9,89
GREEN,2017-01-01 22:43:33.387,2017-01-02 03:54:14.811,0.0,0,310.6904,0.0,0.0,15,17
GREEN,2017-01-01 22:44:58.438,2017-01-02 07:48:09.227,0.0,0,543.1798166666666,0.0,0.0,16,30
GREEN,2017-01-01 22:48:05.473,2017-01-01 22:50:08.338,0.0,0,2.0477499999999997,0.0,0.0,3,72
GREEN,2017-01-01 22:49:29.516,2017-01-02 06:32:00.966,0.0,0,462.5241666666667,0.0,0.0,18,4
RED,2017-01-01 23:07:22.475,2017-01-01 23:22:11.649,3.03,12,14.819566666666667,0.20445941964115008,0.2525,3,84
RED,2017-01-01 23:08:54.592,2017-01-01 23:38:38.771,6.05,13,29.736316666666667,0.20345492240408614,0.4653846153846154,9,102
GREEN,2017-01-01 23:11:17.778,2017-01-02 00:12:30.939,0.0,0,61.21935,0.0,0.0,19,0
